Smiles,ID
COc(cc([C@H]([C@H]1[C@@H]([C@@H](C2)[C@@H]([C@@H](C3=O)O)Oc4c3c(O)cc(O)c4)[C@]3(O)OC1)[C@H]2C3=O)cc1)c1O,Amb6600384
CC(C)([C@H](CC1)C2)[C@]1(C)[C@@H]2OC(c(cc1)cc(OC)c1O)=O,Amb2708447
CN(CC[C@@]1(CC2=O)c(c(C3)ccc4OC)c4O)[C@H]3[C@@H]1C=C2OC,Amb538315
COc1ccc(c(OC)c(CCO2)c2n2)c2c1OC,Amb10845317
C[C@H]1[C@]2(NC[C@H](C)CC2)O[C@H](C2)[C@@H]1[C@](C)(CC1)[C@H]2[C@@H]2[C@@H]1[C@](C)(CC[C@H](C1)O)C1=CC2,Amb1796088
CC[N+](C[C@](C)(CC1)[C@H]2C[C@@H]3[C@@](C[C@@H]4C5=C)([C@H]6CC4=O)[C@@H]5O)([C@H]3[C@]26[C@H]1O)=O,Amb28974306
O=C(C=CC1)N(C[C@H]2CCC3)[C@@H]1[C@H]1[C@H]2N3CCC1,Amb6600253
COc1cc(CCNC2CC3(C=C4)C=CC4=O)c2c3c1OC,Amb3774039
C[C@@](CCC1)([C@@H](CC[C@@](C2)(C(C3)=C)O)[C@@]23CC2)[C@@H]2[C@@]1(C)C(O)=O,Amb6296837
CNCC(c(cc1)ccc1O)O,Amb9784888
CC(C)CC(O[C@@H](C[C@]1(COC(C)=O)[C@@]2(C)[C@@H]([C@H]3O)OC(C)=O)C(C)=C[C@H]1O[C@H]3[C@]21OC1)=O,Amb28974310
COc(ccc(C(c(c1c2)nccc1cc(OC)c2OC)=O)c1O)c1OC,Amb6600286
CN(CC[C@@]12c3c(C4)ccc(OC)c3O[C@H]22)[C@@H]4C1=CC=C2OC,Amb561216
Cc1c(CCO)scn1Cc1c(N)nc(C)nc1,Amb533469
CC(NC1=C2SSC=C2N(C)C1=O)=O,Amb20243359
C[C@@H]([C@@H]([C@H](C1)O2)[C@@](C)(CC3)[C@@H]1[C@H](CC1)[C@H]3[C@@](C)(CC3)[C@@H]1C[C@H]3O)[C@]21OC[C@H](C)CC1,Amb28974678
Cc(oc1c2C)cc1cc(C(C)=C1)c2OC1=O,Amb20243178
CC(C)[C@]1(C([C@@]23O[C@H]3C3)=O)O[C@H]1[C@@H]1O[C@]12[C@@](C)(CC1)[C@@H]3C(CO2)=C1C2=O,Amb8391041
CC(C)c(ccc([C@@]1(C)CC2)c3CC[C@H]1C(CO1)=C2C1=O)c3O,Amb6600360
O=C(c(cccc1)c1N12)C2=Nc(cccc2)c2C1=O,Amb19755311
C[C@H](CC[C@H]1/C=C(\C)/C(O)=O)[C@@H]2C1=C(C)C[C@H]2O,Amb10549972
CC(C)CC(O[C@H]([C@]1([C@H]23)OC1)C=C2C(COC(C)=O)=CO[C@@H]3OC(CC(C)C)=O)=O,Amb10845332
C/C=C(/CN1[C@H](C2)[C@]34CC1)\[C@@H]2C(C=O)=C3Nc1c4cccc1O,Amb22264715
OC(CCN12)C2=Nc(cccc2)c2C1=O,Amb19928440
CC[C@@]1([C@H]2OC(C)=O)C=CCN(CC3)[C@@H]1[C@@]31c(ccc(OC)c3)c3N(C)[C@H]1[C@]2(C(OC)=O)O,Amb8627834
C[C@H]([C@@H](CC[C@@](C)([C@H]1[C@@](C)(C=C2)O)C2=O)[C@H]1O1)C1=O,Amb3993420
C[C@H]([C@@H](CC1)[C@@](C)(CC2)[C@H]1[C@H](C[C@@H]1O[C@]11[C@@H](C=C3)O)[C@@H]2[C@]1(C)C3=O)[C@H](CC(C)=C1CO)OC1=O,Amb6600424
C[C@](C[C@H]1OC(C)=O)([C@@H](CC2)C(C3=O)=C1[C@@](C)([C@@H](COC)O1)c4c3occ4C1=O)C2=O,Amb16182825
OC(c(cc(c1ccc2)O)nc1c2O)=O,Amb2222985
CC(C(Cc(c(O)c(C(/C=C/c(cc1)ccc1O)=O)c(OC)c1)c1O)O)=C,Amb22168791
OC(Cc(c(O)cc(O)c1)c1Oc(cc1)ccc1C(O)=O)=O,Amb22407013
CC(CO)(C=C1)Oc(cc2OC(c(cc3)ccc3O)=C3)c1c(O)c2C3=O,Amb22407014
C/C=C/c(cc1)cc2c1oc(-c(cc1)ccc1O)c2C(OC)=O,Amb22407015
CC(C)(CC(C)(C=C1C=C2C)O)N1C2=O,Amb22407016
COc(c(O)c(C=CC(O1)=O)c1c1OC)c1OC,Amb22407017
CC(C)([C@@H]([C@@H](C1=Cc(ccc(O)c2)c2OC1=O)O)O)O,Amb22407022
COc(c(C1(Cc2ccccc2)O)c(c(C(CCc2ccccc2)=O)c2O)OC1=O)c2O,Amb22407026
CC(c1cc(c(O)c(c(OC=C2c(cc3)ccc3O)c3)C2=O)c3o1)=C,Amb22407028
CC(C)C(C(c(c(OC)c1)cc(C=C2)c1OC2=O)=O)=O,Amb22407030
Cc1cc(O)cc(CC(C2)O)c1C2=O,Amb22407032
CC(CO)(c1cc(cc(cc2)C(O)=O)c2o1)O,Amb22407038
COc1c2occc2cc(CCCOC=O)c1,Amb22407039
COc(c(O)cc(CC(C(c(ccc(O)c1)c1O)=O)O)c1)c1O,Amb22407041
Cc(c(O)c(C(C(CO1)c(ccc(O)c2)c2O)=O)c1c1)c1O,Amb22407042
COc(cc(CCCCC(C(Cc(cc1)c2)O)=O)cc3-c2c1O)c3OC,Amb22407044
CC(C)(C(Cc(c(O)c(C(c1ccccc1)=O)c(O)c1)c1O)O)O,Amb22407046
CC(C)(C(CCc1c(C)c(CO)c(C)cc1)O)O,Amb22407050
C[C@H](CC/C=C(\C)/CCC[C@H](C)C(OC1(C)C)=CC1=O)CC(O)=O,Amb22407051
COC(c(c(O)c1C(c2c3cccc2)=O)ccc1C3=O)OC,Amb22407052
COc1c(C(COc2c3ccc(O)c2)C3=O)ccc(O)c1,Amb22407053
CC(C)=CCc(c(OC(C=C1)=O)c1c(OC)c1O)c1OC,Amb22407054
CC(C)(/C=C/c(c(O1)c(cc2)C=CC1=O)c2OC)OC,Amb22407057
Oc1cc(OC(C2(CC3=O)c(ccc4c5)c3c4cc(O)c5O)=O)c2c2ccc(cc(c(O)c3)O)c3c12,Amb22407058
CC(/C=C/c(c(O1)c(cc2)C=CC1=O)c2OC)=O,Amb22407059
CC(C)=CCc(c(OC=C1c(cc2)cc(O)c2O)c(c(O)c2CCO)C1=O)c2O,Amb22407061
C[C@@H]([C@H](CCC([C@@H]1CC2)=C)[C@@H]1C=C2C(OC)=O)C(O)=O,Amb22407063
COc(cc(c(C(CCc1ccccc1)=O)c1OC)O)c1O,Amb22407066
COc1cc(O)cc(OC2)c1CC2c(ccc(O)c1)c1O,Amb22407068
Cc(c(OC)c(c(OCC1Cc(ccc(O)c2)c2O)c2C1=O)OC)c2O,Amb22407072
CC(C)C(C(O1)=O)=Cc(ccc(C)c2CCC=C(C)C)c2C1=O,Amb22407073
CCCCCCCC(CCc(cc1)ccc1O)O,Amb22407075
Cc(c(O)c(C(/C=C/c(cc1)ccc1O)=O)c(OC)c1)c1O,Amb22407076
COc(cc(cc(c(c1c2OC)c(CC3)cc2OC)N3C=O)c1c1)c1OC,Amb22407077
CC(C)(C(Cc1c(cc2OC=C3c(cc4)ccc4O)O)O)Oc1c2C3=O,Amb22407079
CC(C)=CCc(c(OC(Oc(cc1)ccc1O)=C1)c(c(O)c2)C1=O)c2OC,Amb22407080
COc(cc1)cc2c1Oc(c(OC)c(c(OC)c1O)OC)c1C2=O,Amb20246351
CC(C)(C(Cc(c(OC(Oc(cc1)ccc1O)=C1)c(c(O)c2)C1=O)c2OC)O)O,Amb22407081
CC(C)=CCc(c(OC(Oc(cc1)ccc1O)=C1)c(c(O)c2)C1=O)c2O,Amb22407084
CC(C(Cc(c(OC(Oc(cc1)ccc1O)=C1)c(c(O)c2)C1=O)c2O)O)=C,Amb22407085
COc(cc1O)cc(OC=C2c(ccc(O)c3)c3O)c1C2=O,Amb22172753
CCC(C)(C1)NC(C)(C)CC1=O,Amb22407087
COc(ccc(C(Oc(c1c2O)cc(O)c2OC)=CC1=O)c1)c1OC,Amb20246403
CC(C)=CCc(c(O)c1)cc(C=C2)c1OC2=O,Amb19928530
C/C(/C(C=C1CC=C)(C(OC)=CC1=O)OC)=C\c(cc1)cc2c1OCO2,Amb22407089
CC(C=CO1)(C(C=C(C)C)=O)C1=O,Amb22407090
COC(C1)(COc(cc(cc2)O)c2-c(cc2O)c1cc2O)OC,Amb22407091
CC(C)=CCC(C(N(C)c(c1ccc2)c2O)=O)=C1OC,Amb22407092
COc(c(O)cc(C(Oc(cc(cc1O)O)c1C1=O)=C1O)c1)c1O,Amb22407093
COc(ccc(CC(CO)O)c1)c1OC,Amb2642835
CC(C)(C=C1)Oc(cc2Oc3c4cccc3O)c1c(O)c2C4=O,Amb22407094
COc(ccc(C(N)=O)c1)c1OC,Amb3886787
Oc1ccc(CC(C(c(ccc(O)c2)c2O)=C2)OC2=O)cc1,Amb10549783
COc1cccc(C(c2c3O)=O)c1Oc2cc(OC)c3OC,Amb22407095
Cc1cc(O)cc(O)c1C(O)=O,Amb6296834
COc1cccc(Oc2c3cccc2O)c1C3=O,Amb22407096
C[C@](CC[C@H](C(C)=C)O)(C=C1)Oc2c1c(O)c(C(/C=C/c(cc1)ccc1O)=O)c(OC)c2,Amb22407097
CC1(C)Oc2cc(OC(C=C3)=O)c3c(OC)c2C=C1,Amb19886316
COc(cc(C=CC(O1)=O)c1c1OC)c1O,Amb18133961
COc(cc1)ccc1C(Oc(cc(cc1OC)OC)c1C1=O)=C1O,Amb22407100
Oc1ccc(CCC(CC/C=C/c(cc2)ccc2O)=O)cc1,Amb22407101
CC(C)=CC(c1coc(C)c1)=O,Amb22407102
C/C(/C(C=C1CC=C)(C(OC)=CC1=O)OC)=C\c(cc1)cc(OC)c1OC,Amb22407103
CC(CO)C(C(c(ccc1c(C)cccc11)c1C1=O)=O)=C1O,Amb6307424
COc(cc(cc1)C(Oc(c2c3O)cc(O)c3OC)=CC2=O)c1O,Amb20622132
Cc(c(O)c(c(OCC1Cc(ccc(OC)c2)c2O)c2C1=O)OC)c2O,Amb22407105
Cc(c(O)c(C(C(Cc(cc1)cc2c1OCO2)CO1)=O)c1c1)c1O,Amb20622144
Cc(c(O)c(c(OCC1Cc(ccc(OC)c2)c2O)c2C1=O)OC)c2OC,Amb22407106
Cc(c(O)c(C)c(OCC1Cc(cc2OC)cc(OC)c2O)c2C1=O)c2O,Amb22407107
CCOC(C(Cc(cc1)ccc1O)O)=O,Amb22407109
Cc1cccc(O)c1-c(oc1ccc2)nc1c2-c(oc1ccc2)nc1c2C(O)=O,Amb22410172
CC(OC(c1c2C(O)=O)=C3COc1cc(O)c2O)=CC3=O,Amb20246434
CC(c(c(O)c(C(C)=O)c(O)c1)c1O)=O,Amb2778484
CC(C)=CCC/C(/C)=C/C=C/C(/C)=C/[C@H]([C@]1(C(C=C2COC(C)=O)=O)O[C@H]1C2=O)OC(C)=O,Amb22410179
C/C(/C=C/C=O)=C\[C@H]([C@]1(C(C=C2COC(C)=O)=O)O[C@H]1C2=O)OC(C)=O,Amb22410180
CC(C1)(O)OCC(C(c2c3C(O)=O)=O)=C1Oc2cc(O)c3O,Amb22410181
CCC(C(OC(C(C)C)=C1)=O)=C1O,Amb22410182
Cc(cc1O)cc(OC(C)=C2O)c1C2=O,Amb22410184
CC(Oc(cc1C(O)=C(C(OC)=O)O2)c3c(O)c1C2=O)=CC3=O,Amb20246633
C/C(/C=C(\C)/C(O1)=CC(OC)=C(C)C1=O)=C\c(cc1)ccc1[N+]([O-])=O,Amb20246592
COC1=C(c2ccccc2)c(cccc2)c2NC1=O,Amb20246485
CC(c(c1c2OCN11)cc(C(CO)=C3)c2N(C)C3=O)=CC1=O,Amb22410186
NC(c1cccc2nc3ccccc3nc12)=O,Amb5348668
NC1=CC2=Nc(cccc3)c3OC2=CC1=O,Amb22394521
Cc1cc(O)c(C(c(c(OC)cc(O)c2)c2C(OC)=O)=O)c(O)c1,Amb8397909
CCCCCCCCCCCCCCCC(C(C(OC1CO)=O)=C1O)=O,Amb22410188
CC(C)CCCCCCCCCCCCC(C(C(OC1CO)=O)=C1O)=O,Amb22410190
COc(cc1-c(cc2)ccc2O)c(-c(cc2)ccc2O)c(O)c1OC,Amb10549520
OC(c1cccc2nc3ccccc3nc12)=O,Amb569721
COC(c1c2nc(-c3c4nc(-c(cccc5)c5O)oc4ccc3)oc2ccc1)=O,Amb22410193
OC1=C(c2ccccc2)c(cccc2)c2NC1=O,Amb20246428
NC(CCCCC1SSCC1)=O,Amb2747279
Cn1c(cccc2)c2c(CCN)c1,Amb2610709
CCCCCCCC/C=C/CCCCCCCC(OCC(COP(O)(O)=O)O)=O,Amb28974349
CC(C)(CCc(c1c(cc2O)Oc3cc(OC(C)(C)C=C4)c4c(O)c3C1=O)c2OC)O,Amb22172776
C[C@@](CC1)([C@H](CC2)[C@@H](CC3)[C@@H]1[C@](C)(CC1)C3=CC1=O)[C@@]2(C(CO)=O)O,Amb19131509
C[C@@](C[C@@H]1O)([C@H](CC2)[C@@H](CC3)[C@@H]1[C@](C)(CC1)C3=CC1=O)[C@@H]2C(C)=O,Amb28974301
C[C@@](C[C@H]1O)([C@H](CC2)[C@@H](CC3)[C@@H]1[C@](C)(CC1)C3=CC1=O)[C@@]2(C(C)=O)O,Amb6600056
C[C@@](CC1)([C@H](CC2)[C@@H](CC3)[C@@H]1[C@](C)(CC1)C3=CC1=O)[C@@H]2C(CO)=O,Amb19131507
C[C@@](CC1)([C@H](CC2)[C@@H]3[C@@H]1[C@](C)(CC[C@H](C1)O)C1=CC3)[C@@H]2C(CO)=O,Amb28974619
OC(C(Cc(cc1)ccc1O)=O)=O,Amb1124591
C[C@](C[C@H]1O)([C@@H](CC2)[C@H](CC3)[C@H]1[C@@](C)(CC1)[C@H]3C[C@@H]1O)[C@H]2C(CO)=O,Amb28974339
CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO)N)O,Amb6600002
COc(cc(CCN)cc1)c1O,Amb2720234
C[C@](CC1)([C@@H](CC2)[C@H](CC3)[C@H]1[C@@](C)(CC1)[C@@H]3C[C@@H]1O)[C@H]2O,Amb22800014
C[C@](CC1)([C@@H]([C@H](CC2)[C@@H](CC[C@H]3C(CO)=O)[C@]3(C3)C=O)[C@H]3O)C2=CC1=O,Amb28974292
CCC[C@@H](CC(Oc1c2C([C@H](C)[C@@H](C)O)=O)=O)c1c1OC(C)(C)C=Cc1c2O,Amb22172796
C[C@](CC1)([C@@H](CC2)[C@H](CC3)[C@H]1[C@@](C)(CC1)[C@@H]3CC1=O)C2=O,Amb28524777
C[C@](CC1)([C@@H](CC2)[C@H](CC3)[C@H]1[C@@](C)(CC1)[C@@H]3C[C@@H]1O)C2=O,Amb19130523
OC(CCCC[C@H]([C@@H]1N2)SC[C@H]1NC2=O)=O,Amb1158086
C[C@@](C[C@@H]1O)([C@H](CC2)[C@@H](CC3)[C@@H]1[C@](C)(CC1)C3=CC1=O)[C@@H]2C(CO)=O,Amb28974618
C[C@@](C[C@H]1O)([C@H](CC2)[C@@H](CC3)[C@@H]1[C@](C)(CC1)C3=CC1=O)[C@@]2(C(CO)=O)O,Amb19132527
C[C@@](C1)([C@H](CC2)[C@@H](CCC([C@@]3(C)CC4)=CC4=O)[C@H]3C1=O)[C@@]2(C(CO)=O)O,Amb19131319
COc(cc(CC(CO)Oc(ccc(CCCO)c1)c1OC)cc1)c1O,Amb22172809
CCCCCCCCCC(O)=O,Amb5718031
C[C@](CC1)([C@@H](CC2)[C@H](CC3)[C@H]1c(cc1)c3cc1O)[C@H]2O,Amb19132170
C[C@](CC1)([C@@H](CC2)[C@H](CC3)[C@H]1c(cc1)c3cc1O)C2=O,Amb19132195
C[C@](CC1)([C@@H](CC2)[C@H](CC3)[C@H]1c(cc1)c3cc1O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)O[C@@H]1C(O)=O)C2=O,Amb28974634
C[C@](CC1)([C@@H](CC2)[C@H](CC3)[C@H]1c(cc1)c3cc1OS(O)(=O)=O)C2=O,Amb28974607
C[C@H](CCC(NCC(O)=O)=O)[C@@H](CC[C@H]1[C@@H]([C@H](C2)[C@@](C)(CC[C@H](C3)O)[C@@H]3C3)[C@@H]3O)[C@@]1(C)[C@H]2O,Amb18511751
C[C@@](C[C@H]1O)([C@H](CC2)[C@@H](CC3)[C@@H]1[C@](C)(CC1)C3=CC1=O)[C@@]2(C(COC(C)=O)=O)O,Amb533372
OC(c1nc2ccccc2c(O)c1)=O,Amb2616921
CCCCCCCCCCCCCCCC(OC(CC(O)=O)C[N+](C)(C)C)=O,Amb28974350
CC(Nc1ccccc1)=O,Amb6346349
CC(C(COC(C)=O)c(c(O1)c(cc2)C=CC1=O)c2OC)=C,Amb22172831
CCCCC[C@H](/C=C/[C@@H]([C@H](C/C=C/CCCC(O)=O)C(C1)=O)[C@H]1O)O,Amb28974366
Oc1ccccc1,Amb2793000
C[C@@](CC1)([C@H](CC2)[C@@H]3[C@@H]1[C@](C)(CC[C@H](C1)O)C1=CC3)[C@@H]2C(C)=O,Amb19133698
C[C@@](CC1)([C@H](CC2)[C@@H]3[C@@H]1[C@](C)(CC[C@H](C1)OS(O)(=O)=O)C1=CC3)[C@@H]2C(C)=O,Amb28974373
C[C@@](CC1)([C@H](CC2)[C@@H](CC3)[C@@H]1[C@](C)(CC1)C3=CC1=O)[C@@H]2C(C)=O,Amb19133704
CCCCC[C@H](/C=C/[C@@H]([C@H](C/C=C/CCCC(O)=O)[C@@H](C1)O)[C@H]1O)O,Amb28974370
CCCCC[C@H](/C=C/[C@@H]([C@H](C1)[C@@H](C2)O/C1=C\CCCC(O)=O)[C@H]2O)O,Amb22800561
COc(cc1O)cc(OC(c(cc2)ccc2O)=C2O)c1C2=O,Amb19886472
C[C@@](CC1)([C@H](CC2)[C@@H]3[C@@H]1[C@](C)(CC[C@H](C1)O)C1=CC3)C2=O,Amb19131450
O=C1OCC(Cc(cc2)cc3c2OCO3)=C1Cc(cc1)cc2c1OCO2,Amb22172852
CC([C@@H]([C@@H](c(c(OC)c1)cc(C=C2)c1OC2=O)OC)O)=C,Amb19746769
COc(cc1C(c2cc(CO)cc(O)c22)=O)cc(O)c1C2=O,Amb15769969
C[C@]1(C2)[C@@H](C3)[C@H]1C[C@@]2(C[C@H]1O)[C@H]3[C@](C)(C2)[C@H]1C(CO)(CO)CC2=O,Amb8398926
C[C@](CCCC1(CO)CO)([C@H](CC[C@H](C2)C(C3)=C)[C@]23C2)[C@@H]1C2=O,Amb8398927
CCCCC/C=C\[C@H]([C@H]([C@H](CCCCCCCC(O)=O)O)O)O,Amb19747017
CCCCC/C=C/C=C/C(NCC(C)C)=O,Amb8398946
OC(CCCCCCC/C=C/C(O)=O)=O,Amb8397721
COC(C(CCCCCCCC(O)=O)=C)=O,Amb8397724
C[C@@]1([C@H]([C@H]([C@@H](CC2)OC(/C=C/C=C/C=C/C=C/C(O)=O)=O)OC)[C@]22OC2)O[C@H]1CC=C(C)C,Amb8397725
CC(C)=CCOc1c(C)c(OC)c(C(O)=O)c2c1COC2O,Amb8397727
CC(C(O)=C1Cc(c(O)c(C)cc2C(C)=O)c2O)OC1=O,Amb10549380
Cc1cc(O)c(C(c(c(O)cc(O)c2)c2C(OC)=O)=O)c(O)c1,Amb8397728
Cc1cc(O)c(C(c(c(O)cc(OC)c2)c2C(OC)=O)=O)c(O)c1,Amb8397729
CC(C)(C(COc(c(occ1)c1cc1C=C2)c1OC2=O)O)O,Amb19742199
CC1(C)OC1COc(c(occ1)c1cc1C=C2)c1OC2=O,Amb19742201
C/C(/CC(C=C1C)OC1=O)=C\COc1ccc(C=CC(O2)=O)c2c1OC,Amb19928420
C/C(/CC(C=C1C)OC1=O)=C\COc(cc1)cc(O2)c1C=CC2=O,Amb19928421
C[C@H]([C@@H]1C)[C@H](c(cc2)cc(OC)c2O)O[C@@H]1c(cc1)cc(OC)c1O,Amb8398984
C[C@H]([C@@H](c(cc1)cc(OC)c1O)O)Oc(ccc(/C=C/C)c1)c1OC,Amb8398985
C[C@H]([C@@H](c(cc1)cc(OC)c1OC)O)Oc(ccc(/C=C/C)c1)c1OC,Amb17671475
C[C@@](C[C@@H](c1cocc1)O1)([C@@H](CC[C@@H]2O)[C@@](C)(CC3)[C@@]2(C)O)[C@@H]3C1=O,Amb8398993
O=C(c(cccc1)c1N1)/C1=C1\Nc(cccc2)c2C1=O,Amb19928555
CC(O[C@@H](CC[C@H]([C@](C[C@@H](c1cocc1)O1)(C1=O)C(C)=CC1)[C@]11C(OC)=O)[C@]1(C(OC)=O)O)=O,Amb8398994
COc1cc(O)c(Cc(cccc2)c2O)c(O)c1C(/C=C/c1ccccc1)=O,Amb10549897
COc(c(O)c(c(OC(c(cc1)cc(O)c1O)=C1OC)c2)C1=O)c2O,Amb22329480
C[C@](CCC1)([C@H](CC[C@H](C2)[C@](CO)(C3)O)[C@]23CC2)[C@H]2[C@@]1(C)C(O)=O,Amb8399012
COc(cc1)cc(O2)c1C=CC2=O,Amb18511473
CC(C)(C(COc(c(occ1)c1cc1C=C2)c1OC2=O)O)OC(/C(/C)=C\C)=O,Amb19928423
C[C@](C[C@@H](CC1(C)C)O)(C1=C1)OC1=O,Amb24107240
Cc(c(O)cc([C@H]1OCCC2)c3CO[C@]12O)c3O,Amb22501205
COc1cc(O)c([C@@H](CO)[C@H](CO)O)c(Oc2c3c(O)ccc2)c1C3=O,Amb19928446
CC(C)C[C@H](C1=O)N[C@H]([C@]2(C[C@@H](C(N[C@@H](C)C3=Nc4c5cccc4)=O)N3C5=O)O)N1c1c2cccc1,Amb19928444
CC(C)CC(N1)=CN=C(CCC(N)=O)C1=O,Amb22501206
CC([C@H](C1)Oc2c1c(O[C@@H]([C@H](O)Oc(cc1OC)c3cc1OC)[C@]3(C1=O)O)c1c(O)c2)=C,Amb8399351
CC([C@@H](C1)Oc2c1c(O[C@@H]([C@@H]1C3=O)[C@@H](O)Oc(cc4OC)c1cc4OC)c3c(O)c2)=C,Amb8399352
COC(C(Cc(cc1)ccc1O)(C(c(cc1)ccc1O)=C1OC)OC1=O)=O,Amb8397833
C[C@@H](CCC([C@@H](C)C[C@@H]1OC2=O)=CC[C@H]1C2=C)O,Amb8399353
C[C@@H](C[C@@H]1OC2=O)C(CCC(C)=O)=CC[C@H]1C2=C,Amb8399354
CC1(C)[C@H]2c(c(O)c(C(c3ccccc3)=O)c(O)c3)c3O[C@]3(C)[C@H]2[C@H]1CC3,Amb10549678
CC1(C)Oc2c(C(c3ccccc3)=O)c(O)cc3c2[C@@H](C2)[C@H]1CC[C@]2(C)O3,Amb8399963
COc(ccc([C@@H]([C@@H]1CO[C@H]2c(cc3)cc(OC)c3OC)OC[C@@]12O)c1)c1OC,Amb8399974
C[C@H]([C@@H]([C@H](C)c1c(/C=C/CO)cc(CO)cc1)O)C(C)=O,Amb8398250
C[C@@H](CCC[C@H]1O[C@@H]1C(c(c(C1)cc(O)c2)c2O)=O)OC1=O,Amb8398231
Cc1cc(Oc(c(C(OC)=O)cc(OC)c2)c2O)c(C(OC)=O)c(O)c1,Amb8398260
Cc(c1c(cc2O)Oc(cc(cc3O)O)c3C1=O)c2O,Amb19928502
CN(Cc1c(CC2)cc3OCOc3c1)Cc(cc1OCOc1c1)c1C2=O,Amb8400301
C/C=C/C([C@@H]([C@@H]1O[C@]11[C@@H](C=C(C)C)O)O)=C(CO)C1=O,Amb8398266
CC(C)[C@@H]1[C@@H](/C=C(\CO)/C(O)=O)C(C(OC2)=O)=C2CC1,Amb10549415
O=C1OC[C@@H](Cc(cc2)cc3c2OCO3)[C@@H]1Cc(cc1)cc2c1OCO2,Amb8400307
CC(C)=CCC/C(/C)=C/COC[C@@H]([C@@H]([C@@H]1O)O)O[C@@H]1N(C=CC(N1)=O)C1=O,Amb22329506
C[C@H](C[C@H]([C@H](CC1)O)C2=C1O)OC2=O,Amb8398633
C#CC(COc(cc1)ccc1C(O)=O)O,Amb8398639
CC(C)(CCCC(c(ccc(C(O)=O)c1)c1O)=C)O,Amb8398650
CC(C)CCCC(C)(c(ccc(CO)c1)c1O)O,Amb8398658
CC(C)(CCC1)[C@@H]2[C@]1(C)[C@H](CC/C(/COC(C)=O)=C\C(O)=O)C(C=O)=C[C@H]2O,Amb8400934
CC(CCCCCCCCNC(C)=O)=O,Amb8398659
C[C@H]([C@H](CCCCC(CO1)=C(C)C1=O)O)O,Amb8398661
CC1=C(CCCCC(O)=O)COC1=O,Amb8398662
C[C@@H]([C@@]([C@]1([C@](C)(CC=C(C(C)(C)O2)C3=CC2=O)[C@H](C[C@]24C)[C@]3(C)O)C4=C)(C2=O)O)OC1=O,Amb8398663
CC(C)(C1Oc2cc(OC(C=C3)=O)c3cc2C1)OC(C=C(C)C)=O,Amb19928541
COC(/C=C/C(C=C1)(C=CC1=O)O)=O,Amb8400948
COC1=C(c(cc2)ccc2O)Oc(cc(cc2O)O)c2C1=O,Amb19742207
OCCC(c(cc1)ccc1O)=O,Amb8399058
CC(C)[C@H]([C@H](C[C@]1(C)O[C@@H]1CC[C@]1(C)O[C@H]11)OC(/C=C/c2ccccc2)=O)[C@@H]1O,Amb8399068
CC(C)[C@@H]([C@H](C[C@@](C)([C@@H](CC1)OC(C)=O)O)O[C@@H]2[C@]1(C)O)[C@@H]2OC(/C=C/c1ccccc1)=O,Amb8399069
CC(C)([C@H](CC1)[C@](C)(CC2)[C@@H](CCC([C@@H](CO)O)=C)[C@@]1(C)O)[C@H]2O,Amb8399105
O=C(/C=C/C=C/c(cc1)cc2c1OCO2)N1CCCC1,Amb8399075
O=C(/C=C/CCc(cc1)cc2c1OCO2)N1CCCCC1,Amb8399076
CC(C)(C(Cc(c(O1)c(cc2)C=CC1=O)c2OC)O)O,Amb19742211
CC(C)=CCc(c(O1)c(cc2)C=CC1=O)c2O,Amb19928425
CC/C=C\C[C@@H]([C@@H](/C=C/[C@@H](CCCCCCCC(O)=O)O)O)O,Amb8399093
Cc1c(C)c(O)c(Cc(c(O)c(C=O)c(C)c2)c2O)c(O)c1,Amb8397889
CC(C)=CCc(c(O)c(c(OC=C1c(cc2)cc(CC(C(C)=C)O)c2O)c2)C1=O)c2O,Amb22172885
COc1cc(O)cc(OC=C2c(cc3)ccc3O)c1C2=O,Amb19742205
CC(CCCC(Cc1cccc(O)c11)OC1=O)=O,Amb8397743
C[C@](CC/C=C(/C)\CCC=C(C)C)([C@H](CC(O)=O)O)O,Amb8397744
CCCCCCCCCC[C@H]([C@]([C@H](C(O)=O)O1)(C(O)=O)O)C1=O,Amb8397749
C[C@@]1(C[C@@H](C=C2C)OC2=O)O[C@H]1COc(c(occ1)c1cc1C=C2)c1OC2=O,Amb19928428
CCCC(c(c(OC)cc(O)c1CCO)c1O)=O,Amb8397757
CCCC(c(c(OC)cc(O)c1CC)c1O)=O,Amb8397758
OC(c(cc1C(c2cc(O)cc(O)c22)=O)cc(O)c1C2=O)=O,Amb8397829
OC(CCCCc(cc1)ccc1O)CCc(cc1)ccc1O,Amb19928429
CC(C)([C@H](C1)Oc(cc2OC(C)=C3)c1c(O)c2C3=O)O[C@H]([C@H]([C@@H]1O)O)O[C@@H](CO)[C@@H]1O,Amb19928430
Cc(c(O)c(C)c(OC(C1)c(cc2)cc(O)c2O)c2C1=O)c2O,Amb8399199
CC(C1)(O)Oc2cc3cc(O)cc(OC)c3c(O)c2C1=O,Amb8397762
O[C@H](CCc(cc1)ccc1O)C[C@H](CCc(cc1)ccc1O)O,Amb8399185
CCC/C=C(/C(CC[C@H]1O)=C2[C@H]1O)\OC2=O,Amb19742215
C=C(C(CCCCCCO)C(O)=O)C(O)=O,Amb8397766
