molecule_chembl_id,canonical_smiles,standard_type,standard_value,standard_units
CHEMBL5088897,O=C(/C(=C/c1ccc[nH]1)n1cnc2cc(Cl)ccc2c1=O)c1nccs1,MIC,64.0,ug.mL-1
CHEMBL5090619,O=C(/C(=C/c1ncc[nH]1)n1cnc2cc(Cl)ccc2c1=O)c1nccs1,MIC,512.0,ug.mL-1
CHEMBL5069809,O=C(/C(=C/c1nccs1)n1cnc2cc(Cl)ccc2c1=O)c1nccs1,MIC,16.0,ug.mL-1
CHEMBL5081278,O=C(/C(=C/c1ccccc1)n1cnc2cc(Cl)ccc2c1=O)c1nccs1,MIC,4.0,ug.mL-1
CHEMBL5084161,O=C(/C(=C/c1ccccc1Cl)n1cnc2cc(Cl)ccc2c1=O)c1nccs1,MIC,512.0,ug.mL-1
CHEMBL5087999,O=C(/C(=C/c1cccc(Cl)c1)n1cnc2cc(Cl)ccc2c1=O)c1nccs1,MIC,1.0,ug.mL-1
CHEMBL5069439,O=C(/C(=C/c1ccc(Cl)cc1)n1cnc2cc(Cl)ccc2c1=O)c1nccs1,MIC,256.0,ug.mL-1
CHEMBL5094928,O=C(/C(=C/c1ccc(Cl)cc1Cl)n1cnc2cc(Cl)ccc2c1=O)c1nccs1,MIC,16.0,ug.mL-1
CHEMBL5070945,O=C(/C(=C/c1ccc(F)cc1)n1cnc2cc(Cl)ccc2c1=O)c1nccs1,MIC,256.0,ug.mL-1
CHEMBL5089879,O=C(/C(=C/c1ccc(F)cc1F)n1cnc2cc(Cl)ccc2c1=O)c1nccs1,MIC,2.0,ug.mL-1
CHEMBL5087907,N#Cc1ccc(/C=C(/C(=O)c2nccs2)n2cnc3cc(Cl)ccc3c2=O)cc1,MIC,512.0,ug.mL-1
CHEMBL5092827,O=C(/C(=C/c1ccc([N+](=O)[O-])cc1)n1cnc2cc(Cl)ccc2c1=O)c1nccs1,MIC,4.0,ug.mL-1
CHEMBL5088318,O=C(/C(=C/c1ccc(C(F)(F)F)cc1)n1cnc2cc(Cl)ccc2c1=O)c1nccs1,MIC,8.0,ug.mL-1
CHEMBL5094547,Cc1ccc(/C=C(/C(=O)c2nccs2)n2cnc3cc(Cl)ccc3c2=O)cc1,MIC,1.0,ug.mL-1
CHEMBL5077917,Cc1ccc(/C=C(/C(=O)c2nccs2)n2cnc3cc(Cl)ccc3c2=O)c(C)c1,MIC,128.0,ug.mL-1
CHEMBL5093077,COc1ccc(/C=C(/C(=O)c2nccs2)n2cnc3cc(Cl)ccc3c2=O)cc1,MIC,512.0,ug.mL-1
CHEMBL5076065,O=C(/C(=C/c1ccc(N2CCCCC2)cc1F)n1cnc2cc(Cl)ccc2c1=O)c1nccs1,MIC,128.0,ug.mL-1
CHEMBL5085214,O=C(/C(=C/c1c[nH]c2ccccc12)n1cnc2cc(Cl)ccc2c1=O)c1nccs1,MIC,256.0,ug.mL-1
CHEMBL5089422,O=C(/C(=C/c1c[nH]c2cc(Cl)ccc12)n1cnc2cc(Cl)ccc2c1=O)c1nccs1,MIC,512.0,ug.mL-1
CHEMBL5092297,Cc1ccc2c(/C=C(/C(=O)c3nccs3)n3cnc4cc(Cl)ccc4c3=O)c[nH]c2c1,MIC,8.0,ug.mL-1
CHEMBL5081024,CCn1cc(/C=C(/C(=O)c2nccs2)n2cnc3cc(Cl)ccc3c2=O)c2ccccc21,MIC,128.0,ug.mL-1
CHEMBL5084102,O=C(/C(=C/c1csc2ccccc12)n1cnc2cc(Cl)ccc2c1=O)c1nccs1,MIC,32.0,ug.mL-1
CHEMBL5074712,O=C(/C(=C/c1ccc2ccccc2c1)n1cnc2cc(Cl)ccc2c1=O)c1nccs1,MIC,16.0,ug.mL-1
CHEMBL5083413,CN(C)/C=C(/C(=O)c1nccs1)n1cnc2cc(Cl)ccc2c1=O,MIC,128.0,ug.mL-1
CHEMBL5082868,O=C(/C(=C/c1ccc(C(F)(F)F)cc1)n1cnc2cc(F)ccc2c1=O)c1nccs1,MIC,1.0,ug.mL-1
CHEMBL5070977,O=C(/C(=C/c1ccc(C(F)(F)F)cc1)n1cnc2c(Cl)cc(Cl)cc2c1=O)c1nccs1,MIC,1.0,ug.mL-1
CHEMBL9,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,MIC,2.0,ug.mL-1
CHEMBL5086521,CO/N=C(\C(=O)N1CCN(c2ccc3c4c(cccc24)C(=O)N(C)C3=O)CC1)c1csc(N)n1,MIC,8.0,ug.mL-1
CHEMBL5075455,CCCCN1C(=O)c2cccc3c(N4CCN(C(=O)/C(=N\OC)c5csc(N)n5)CC4)ccc(c23)C1=O,MIC,8.0,ug.mL-1
CHEMBL5089098,CCCCCCN1C(=O)c2cccc3c(N4CCN(C(=O)/C(=N\OC)c5csc(N)n5)CC4)ccc(c23)C1=O,MIC,8.0,ug.mL-1
CHEMBL5081664,CCCCCCCCCCCCN1C(=O)c2cccc3c(N4CCN(C(=O)/C(=N\OC)c5csc(N)n5)CC4)ccc(c23)C1=O,MIC,16.0,ug.mL-1
CHEMBL5083756,CO/N=C(\C(=O)N1CCN(c2ccc3c4c(cccc24)C(=O)N(CC#N)C3=O)CC1)c1csc(N)n1,MIC,8.0,ug.mL-1
CHEMBL5085152,CO/N=C(\C(=O)N1CCN(c2ccc3c4c(cccc24)C(=O)N(CC(=O)O)C3=O)CC1)c1csc(N)n1,MIC,32.0,ug.mL-1
CHEMBL5078079,CO/N=C(\C(=O)N1CCN(c2ccc3c4c(cccc24)C(=O)N(C2CC2)C3=O)CC1)c1csc(N)n1,MIC,16.0,ug.mL-1
CHEMBL5086186,CO/N=C(\C(=O)N1CCN(c2ccc3c4c(cccc24)C(=O)N(C2CCCC2)C3=O)CC1)c1csc(N)n1,MIC,8.0,ug.mL-1
CHEMBL5083977,CO/N=C(\C(=O)N1CCN(c2ccc3c4c(cccc24)C(=O)N(C2CCCCC2)C3=O)CC1)c1csc(N)n1,MIC,8.0,ug.mL-1
CHEMBL9,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,MIC,1.0,ug.mL-1
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,MIC,2.0,ug.mL-1
CHEMBL1440,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,MIC,0.25,ug.mL-1
CHEMBL5081747,CO/N=C(\C(=O)N1CCN(c2ccc3c4c(cccc24)C(=O)N(O)C3=O)CC1)c1csc(N)n1,MIC,2.0,ug.mL-1
CHEMBL5090863,CO/N=C(\C(=O)N1CCN(c2ccc3c4c(cccc24)C(=O)N(OC)C3=O)CC1)c1csc(N)n1,MIC,4.0,ug.mL-1
CHEMBL5072435,CCON1C(=O)c2cccc3c(N4CCN(C(=O)/C(=N\OC)c5csc(N)n5)CC4)ccc(c23)C1=O,MIC,2.0,ug.mL-1
CHEMBL5080017,CO/N=C(\C(=O)N1CCN(c2ccc3c4c(cccc24)C(=O)N(Oc2ccccc2)C3=O)CC1)c1csc(N)n1,MIC,32.0,ug.mL-1
CHEMBL5083237,CO/N=C(\C(=O)N1CCN(c2ccc3c4c(cccc24)C(=O)N(N)C3=O)CC1)c1csc(N)n1,MIC,32.0,ug.mL-1
CHEMBL5080675,CO/N=C(\C(=O)N1CCN(c2ccc3c4c(cccc24)C(=O)N(NC(C)=O)C3=O)CC1)c1csc(N)n1,MIC,16.0,ug.mL-1
CHEMBL5080812,CO/N=C(\C(=O)N1CCN(c2ccc3c4c(cccc24)C(=O)N(NCCO)C3=O)CC1)c1csc(N)n1,MIC,16.0,ug.mL-1
CHEMBL5076992,CO/N=C(\C(=O)N1CCN(c2ccc3c4c(cccc24)C(=O)N(CCO)C3=O)CC1)c1csc(N)n1,MIC,16.0,ug.mL-1
CHEMBL5085839,CO/N=C(\C(=O)N1CCN(c2ccc3c4c(cccc24)C(=O)N(C(CO)CO)C3=O)CC1)c1csc(N)n1,MIC,32.0,ug.mL-1
CHEMBL5094233,CO/N=C(\C(=O)N1CCN(c2ccc3c4c(cccc24)C(=O)N(CCC(=O)O)C3=O)CC1)c1csc(N)n1,MIC,16.0,ug.mL-1
CHEMBL5090979,CO/N=C(\C(=O)N1CCN(c2ccc3c4c(cccc24)C(=O)N(CCN(C)C)C3=O)CC1)c1csc(N)n1,MIC,16.0,ug.mL-1
CHEMBL5070122,CO/N=C(\C(=O)N1CCN(c2ccc3c4c(cccc24)C(=O)N(n2cnnc2)C3=O)CC1)c1csc(N)n1,MIC,16.0,ug.mL-1
CHEMBL5079376,CO/N=C(\C(=O)N1CCN(c2ccc3c4c(cccc24)C(=O)N(c2nccs2)C3=O)CC1)c1csc(N)n1,MIC,16.0,ug.mL-1
CHEMBL5075696,CO/N=C(\C(=O)N1CCN(c2ccc3c4c(cccc24)C(=O)N(c2ncc(C)s2)C3=O)CC1)c1csc(N)n1,MIC,128.0,ug.mL-1
CHEMBL5083543,CO/N=C(\C(=O)N1CCN(c2ccc3c4c(cccc24)C(=O)N(c2nnc(C)s2)C3=O)CC1)c1csc(N)n1,MIC,32.0,ug.mL-1
CHEMBL5088554,CO/N=C(\C(=O)N1CCN(c2ccc3c4c(cccc24)C(=O)N(c2nc4ccccc4s2)C3=O)CC1)c1csc(N)n1,MIC,128.0,ug.mL-1
CHEMBL5079681,CO/N=C(\C(=O)N1CCN(c2ccc3c4c(cccc24)C(=O)N(c2nc4ccccc4[nH]2)C3=O)CC1)c1csc(N)n1,MIC,128.0,ug.mL-1
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,MIC,32.0,ug.mL-1
CHEMBL5090517,O=C(CCS)Nc1cccc(C(=O)O)c1,MIC,32.0,ug.mL-1
CHEMBL5078494,CCCCCCCCCCCCS(=O)(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)NC(CC(N)=O)C(=O)N[C@@H](C)B1O[C@@H]2C[C@H]3C[C@H](C3(C)C)[C@]2(C)O1)[C@@H](C)O,MIC,64.0,ug.mL-1
CHEMBL5089077,CCCCCCc1ccc(-c2ccc(S(=O)(=O)N3CCC[C@H]3C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)NC(CC(N)=O)C(=O)N[C@@H](C)B3O[C@@H]4C[C@H]5C[C@H](C5(C)C)[C@]4(C)O3)[C@@H](C)O)cc2)cc1,MIC,64.0,ug.mL-1
CHEMBL5086109,CCCCCCc1ccc(-c2ccc([S@](=N)(=O)N3CCC[C@H]3C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)NC(CC(N)=O)C(=O)N[C@@H](C)B3O[C@@H]4C[C@H]5C[C@H](C5(C)C)[C@]4(C)O3)[C@@H](C)O)cc2)cc1,MIC,64.0,ug.mL-1
CHEMBL5079620,CCCCCCc1ccc(-c2ccc([S@@](=N)(=O)N3CCC[C@H]3C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)NC(CC(N)=O)C(=O)N[C@@H](C)B3O[C@@H]4C[C@H]5C[C@H](C5(C)C)[C@]4(C)O3)[C@@H](C)O)cc2)cc1,MIC,64.0,ug.mL-1
CHEMBL5075668,CCCCCCc1ccc(-c2ccc(S(=O)(=NCCN)N3CCC[C@H]3C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)NC(CC(N)=O)C(=O)N[C@@H](C)B3O[C@@H]4C[C@H]5C[C@H](C5(C)C)[C@]4(C)O3)[C@@H](C)O)cc2)cc1,MIC,64.0,ug.mL-1
CHEMBL5091261,CC1=CC(=O)[C@@](C)(O)C(=O)/C1=C\Nc1ccc(Br)cc1,MIC,10.0,ug.mL-1
CHEMBL5088794,CC1=CC(=O)[C@@](C)(O)C(=O)/C1=C\Nc1ccccc1,MIC,10.0,ug.mL-1
CHEMBL5094569,CC1=CC(=O)[C@@](C)(O)C(=O)/C1=C\Nc1ccc(C)cc1,MIC,10.0,ug.mL-1
CHEMBL5076711,CC1=CC(=O)[C@@](C)(O)C(=O)/C1=C\Nc1ccc(Br)cc1F,MIC,10.0,ug.mL-1
CHEMBL5087331,CC1=CC(=O)[C@@](C)(O)C(=O)/C1=C\Nc1cccc(OC(F)(F)F)c1,MIC,10.0,ug.mL-1
CHEMBL5090225,CC1=CC(=O)[C@@](C)(O)C(=O)/C1=C\Nc1cc(F)c(F)c(F)c1,MIC,10.0,ug.mL-1
CHEMBL5070893,CC1=CC(=O)[C@@](C)(O)C(=O)/C1=C\Nc1ccc(F)c([N+](=O)[O-])c1,MIC,10.0,ug.mL-1
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,MIC,2.07,ug.mL-1
CHEMBL5087191,NCCCCN1C(=O)N(CCCCN)C(=O)C(Cc2ccc(C(F)(F)F)cc2)(Cc2ccc(C(F)(F)F)cc2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,32.0,ug.mL-1
CHEMBL5083880,NCCCCN1C(=O)N(CCCCN)C(=O)C(Cc2ccc3ccccc3c2)(Cc2ccc3ccccc3c2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,32.0,ug.mL-1
CHEMBL5078461,NCCCCN1C(=O)N(CCCCN)C(=O)C(Cc2ccc(F)c3ccccc23)(Cc2ccc(F)c3ccccc23)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,32.0,ug.mL-1
CHEMBL5084162,NCCCCN1C(=O)N(CCCCN)C(=O)C(Cc2ccc(Br)c(Cl)c2)(Cc2ccc(Br)c(Cl)c2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,32.0,ug.mL-1
CHEMBL5086644,NCCCCN1C(=O)N(CCCCN)C(=O)C(Cc2cc(Br)cc(Br)c2)(Cc2cc(Br)cc(Br)c2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,16.0,ug.mL-1
CHEMBL5090938,NCCCCN1C(=O)N(CCCCN)C(=O)C(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,16.0,ug.mL-1
CHEMBL5089838,CC(C)(C)c1ccc(CC2(Cc3ccc(C(C)(C)C)cc3)C(=O)N(CCCCN)C(=O)N(CCCCN)C2=O)cc1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,16.0,ug.mL-1
CHEMBL5094459,CC(C)(C)c1cc(CC2(Cc3cc(C(C)(C)C)cc(C(C)(C)C)c3)C(=O)N(CCCCN)C(=O)N(CCCCN)C2=O)cc(C(C)(C)C)c1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,4.0,ug.mL-1
CHEMBL5089179,N=C(N)NCCCCN1C(=O)N(CCCCNC(=N)N)C(=O)C(Cc2ccc(C(F)(F)F)cc2)(Cc2ccc(C(F)(F)F)cc2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,32.0,ug.mL-1
CHEMBL5086586,N=C(N)NCCCCN1C(=O)N(CCCCNC(=N)N)C(=O)C(Cc2ccc3ccccc3c2)(Cc2ccc3ccccc3c2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,32.0,ug.mL-1
CHEMBL5093177,N=C(N)NCCCCN1C(=O)N(CCCCNC(=N)N)C(=O)C(Cc2ccc(F)c3ccccc23)(Cc2ccc(F)c3ccccc23)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,8.0,ug.mL-1
CHEMBL5094258,N=C(N)NCCCCN1C(=O)N(CCCCNC(=N)N)C(=O)C(Cc2ccc(Br)c(Cl)c2)(Cc2ccc(Br)c(Cl)c2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,8.0,ug.mL-1
CHEMBL5087649,N=C(N)NCCCCN1C(=O)N(CCCCNC(=N)N)C(=O)C(Cc2cc(Br)cc(Br)c2)(Cc2cc(Br)cc(Br)c2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,4.0,ug.mL-1
CHEMBL5090899,N=C(N)NCCCCN1C(=O)N(CCCCNC(=N)N)C(=O)C(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,16.0,ug.mL-1
CHEMBL5091312,CC(C)(C)c1ccc(CC2(Cc3ccc(C(C)(C)C)cc3)C(=O)N(CCCCNC(=N)N)C(=O)N(CCCCNC(=N)N)C2=O)cc1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,4.0,ug.mL-1
CHEMBL5075157,CC(C)(C)c1cc(CC2(Cc3cc(C(C)(C)C)cc(C(C)(C)C)c3)C(=O)N(CCCCNC(=N)N)C(=O)N(CCCCNC(=N)N)C2=O)cc(C(C)(C)C)c1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,4.0,ug.mL-1
CHEMBL5087191,NCCCCN1C(=O)N(CCCCN)C(=O)C(Cc2ccc(C(F)(F)F)cc2)(Cc2ccc(C(F)(F)F)cc2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,32.0,ug.mL-1
CHEMBL5083880,NCCCCN1C(=O)N(CCCCN)C(=O)C(Cc2ccc3ccccc3c2)(Cc2ccc3ccccc3c2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,32.0,ug.mL-1
CHEMBL5078461,NCCCCN1C(=O)N(CCCCN)C(=O)C(Cc2ccc(F)c3ccccc23)(Cc2ccc(F)c3ccccc23)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,32.0,ug.mL-1
CHEMBL5084162,NCCCCN1C(=O)N(CCCCN)C(=O)C(Cc2ccc(Br)c(Cl)c2)(Cc2ccc(Br)c(Cl)c2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,32.0,ug.mL-1
CHEMBL5086644,NCCCCN1C(=O)N(CCCCN)C(=O)C(Cc2cc(Br)cc(Br)c2)(Cc2cc(Br)cc(Br)c2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,16.0,ug.mL-1
CHEMBL5090938,NCCCCN1C(=O)N(CCCCN)C(=O)C(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,32.0,ug.mL-1
CHEMBL5089838,CC(C)(C)c1ccc(CC2(Cc3ccc(C(C)(C)C)cc3)C(=O)N(CCCCN)C(=O)N(CCCCN)C2=O)cc1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,32.0,ug.mL-1
CHEMBL5094459,CC(C)(C)c1cc(CC2(Cc3cc(C(C)(C)C)cc(C(C)(C)C)c3)C(=O)N(CCCCN)C(=O)N(CCCCN)C2=O)cc(C(C)(C)C)c1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,4.0,ug.mL-1
CHEMBL5089179,N=C(N)NCCCCN1C(=O)N(CCCCNC(=N)N)C(=O)C(Cc2ccc(C(F)(F)F)cc2)(Cc2ccc(C(F)(F)F)cc2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,32.0,ug.mL-1
CHEMBL5086586,N=C(N)NCCCCN1C(=O)N(CCCCNC(=N)N)C(=O)C(Cc2ccc3ccccc3c2)(Cc2ccc3ccccc3c2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,32.0,ug.mL-1
CHEMBL5093177,N=C(N)NCCCCN1C(=O)N(CCCCNC(=N)N)C(=O)C(Cc2ccc(F)c3ccccc23)(Cc2ccc(F)c3ccccc23)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,8.0,ug.mL-1
CHEMBL5094258,N=C(N)NCCCCN1C(=O)N(CCCCNC(=N)N)C(=O)C(Cc2ccc(Br)c(Cl)c2)(Cc2ccc(Br)c(Cl)c2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,8.0,ug.mL-1
CHEMBL5087649,N=C(N)NCCCCN1C(=O)N(CCCCNC(=N)N)C(=O)C(Cc2cc(Br)cc(Br)c2)(Cc2cc(Br)cc(Br)c2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,4.0,ug.mL-1
CHEMBL5090899,N=C(N)NCCCCN1C(=O)N(CCCCNC(=N)N)C(=O)C(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,16.0,ug.mL-1
CHEMBL5091312,CC(C)(C)c1ccc(CC2(Cc3ccc(C(C)(C)C)cc3)C(=O)N(CCCCNC(=N)N)C(=O)N(CCCCNC(=N)N)C2=O)cc1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,8.0,ug.mL-1
CHEMBL5075157,CC(C)(C)c1cc(CC2(Cc3cc(C(C)(C)C)cc(C(C)(C)C)c3)C(=O)N(CCCCNC(=N)N)C(=O)N(CCCCNC(=N)N)C2=O)cc(C(C)(C)C)c1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,4.0,ug.mL-1
CHEMBL5087191,NCCCCN1C(=O)N(CCCCN)C(=O)C(Cc2ccc(C(F)(F)F)cc2)(Cc2ccc(C(F)(F)F)cc2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,32.0,ug.mL-1
CHEMBL5083880,NCCCCN1C(=O)N(CCCCN)C(=O)C(Cc2ccc3ccccc3c2)(Cc2ccc3ccccc3c2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,32.0,ug.mL-1
CHEMBL5078461,NCCCCN1C(=O)N(CCCCN)C(=O)C(Cc2ccc(F)c3ccccc23)(Cc2ccc(F)c3ccccc23)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,32.0,ug.mL-1
CHEMBL5084162,NCCCCN1C(=O)N(CCCCN)C(=O)C(Cc2ccc(Br)c(Cl)c2)(Cc2ccc(Br)c(Cl)c2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,32.0,ug.mL-1
CHEMBL5086644,NCCCCN1C(=O)N(CCCCN)C(=O)C(Cc2cc(Br)cc(Br)c2)(Cc2cc(Br)cc(Br)c2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,16.0,ug.mL-1
CHEMBL5090938,NCCCCN1C(=O)N(CCCCN)C(=O)C(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,32.0,ug.mL-1
CHEMBL5089838,CC(C)(C)c1ccc(CC2(Cc3ccc(C(C)(C)C)cc3)C(=O)N(CCCCN)C(=O)N(CCCCN)C2=O)cc1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,16.0,ug.mL-1
CHEMBL5094459,CC(C)(C)c1cc(CC2(Cc3cc(C(C)(C)C)cc(C(C)(C)C)c3)C(=O)N(CCCCN)C(=O)N(CCCCN)C2=O)cc(C(C)(C)C)c1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,4.0,ug.mL-1
CHEMBL5089179,N=C(N)NCCCCN1C(=O)N(CCCCNC(=N)N)C(=O)C(Cc2ccc(C(F)(F)F)cc2)(Cc2ccc(C(F)(F)F)cc2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,32.0,ug.mL-1
CHEMBL5086586,N=C(N)NCCCCN1C(=O)N(CCCCNC(=N)N)C(=O)C(Cc2ccc3ccccc3c2)(Cc2ccc3ccccc3c2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,32.0,ug.mL-1
CHEMBL5093177,N=C(N)NCCCCN1C(=O)N(CCCCNC(=N)N)C(=O)C(Cc2ccc(F)c3ccccc23)(Cc2ccc(F)c3ccccc23)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,8.0,ug.mL-1
CHEMBL5094258,N=C(N)NCCCCN1C(=O)N(CCCCNC(=N)N)C(=O)C(Cc2ccc(Br)c(Cl)c2)(Cc2ccc(Br)c(Cl)c2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,8.0,ug.mL-1
CHEMBL5087649,N=C(N)NCCCCN1C(=O)N(CCCCNC(=N)N)C(=O)C(Cc2cc(Br)cc(Br)c2)(Cc2cc(Br)cc(Br)c2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,4.0,ug.mL-1
CHEMBL5090899,N=C(N)NCCCCN1C(=O)N(CCCCNC(=N)N)C(=O)C(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,16.0,ug.mL-1
CHEMBL5091312,CC(C)(C)c1ccc(CC2(Cc3ccc(C(C)(C)C)cc3)C(=O)N(CCCCNC(=N)N)C(=O)N(CCCCNC(=N)N)C2=O)cc1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,8.0,ug.mL-1
CHEMBL5075157,CC(C)(C)c1cc(CC2(Cc3cc(C(C)(C)C)cc(C(C)(C)C)c3)C(=O)N(CCCCNC(=N)N)C(=O)N(CCCCNC(=N)N)C2=O)cc(C(C)(C)C)c1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,4.0,ug.mL-1
CHEMBL5087191,NCCCCN1C(=O)N(CCCCN)C(=O)C(Cc2ccc(C(F)(F)F)cc2)(Cc2ccc(C(F)(F)F)cc2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,32.0,ug.mL-1
CHEMBL5083880,NCCCCN1C(=O)N(CCCCN)C(=O)C(Cc2ccc3ccccc3c2)(Cc2ccc3ccccc3c2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,32.0,ug.mL-1
CHEMBL5078461,NCCCCN1C(=O)N(CCCCN)C(=O)C(Cc2ccc(F)c3ccccc23)(Cc2ccc(F)c3ccccc23)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,32.0,ug.mL-1
CHEMBL5084162,NCCCCN1C(=O)N(CCCCN)C(=O)C(Cc2ccc(Br)c(Cl)c2)(Cc2ccc(Br)c(Cl)c2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,32.0,ug.mL-1
CHEMBL5086644,NCCCCN1C(=O)N(CCCCN)C(=O)C(Cc2cc(Br)cc(Br)c2)(Cc2cc(Br)cc(Br)c2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,16.0,ug.mL-1
CHEMBL5090938,NCCCCN1C(=O)N(CCCCN)C(=O)C(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,32.0,ug.mL-1
